id;cardType;language;label;description;link;actorType;networkGain;memoryGain;cpuGain;storageGain;difficulty;interfaceComposant;dataComposant;performanceComposant;networkComposant;systemComposant;resume
37;25kg;pt;Favorecer um design simples, limpo, adaptado à web;Privilegie um design simples e limpo, realizável apenas com HTML5 e CSS3. Um site simples e adaptado às necessidades dos utilizadores permitirá, além de lhes oferecer uma experiência fluida e agradável, economizar recursos e largura de banda.;;Proprietário do Produto;1;1;1;0;3;1;0;0;0;0;Um design simples e limpo, utilizando apenas HTML5 e CSS3, proporciona uma experiência agradável para os usuários e economiza recursos e largura de banda.
37;25kg;de;Ein einfaches, klares, webgerechtes Design bevorzugen;Bevorzugen Sie ein einfaches und klares Design, das nur mit HTML5 und CSS3 realisierbar ist. Eine einfache, auf die Bedürfnisse der Benutzer zugeschnittene Website ermöglicht es, nicht nur eine flüssige und angenehme Erfahrung zu bieten, sondern auch Ressourcen und Bandbreite zu sparen.;;Produktverantwortlicher;1;1;1;0;3;1;0;0;0;0;Ein einfaches und klares Design, das mit HTML5 und CSS3 umgesetzt wird, bietet eine benutzerfreundliche Erfahrung und spart Ressourcen sowie Bandbreite.
39;25kg;fr;Utiliser des formats d'échanges binaires modernes (protobuf, avro...);"Les formats d'échanges traditionnels (JSON / XML) sont au format texte et échangent des caractères ASCII. Ces formats sont dit ""verbeux"" et peu optimaux d'un point de vue consommation de bande passante.
Deux alternatives permettent de réduire la bande passante:
- compresser les messages échangés - utiliser des formats de sérialisation binaires tels que Protobuf ou Avro.
Ce type de sérialisation permet d'améliorer la performance des échanges de données entre différents systèmes et réduire le volume de données échangés.";;Architecte;1;0;0;1;3;0;1;0;1;0;Les formats d'échanges traditionnels comme JSON et XML sont peu optimaux en termes de bande passante, mais des alternatives comme la compression des messages et l'utilisation de formats de sérialisation binaires (Protobuf, Avro) peuvent améliorer la performance et réduire le volume de données échangées.
39;25kg;es;Utilizar formatos de intercambio binarios modernos (protobuf, avro...);"Los formatos de intercambio tradicionales (JSON / XML) están en formato texto e intercambian caracteres ASCII. Estos formatos se consideran ""verbosos"" y poco óptimos desde el punto de vista del consumo de ancho de banda.
Dos alternativas permiten reducir el ancho de banda:
- comprimir los mensajes intercambiados - usar formatos de serialización binarios como Protobuf o Avro.
Este tipo de serialización permite mejorar el rendimiento del intercambio de datos entre diferentes sistemas y reducir el volumen de datos intercambiados.";;Arquitecto;1;0;0;1;3;0;1;0;1;0;"Los formatos de intercambio tradicionales como JSON y XML son considerados ""verbosos"" y poco óptimos en cuanto a ancho de banda, pero se pueden mejorar utilizando compresión de mensajes o formatos de serialización binaria como Protobuf o Avro, lo que reduce el volumen de datos intercambiados y mejora el rendimiento."
39;25kg;pt;Usar formatos de troca binários modernos (protobuf, avro...);"Os formatos de troca tradicionais (JSON / XML) estão em formato de texto e trocam caracteres ASCII. Estes formatos são ditos ""verbosos"" e pouco ótimos do ponto de vista do consumo de largura de banda.
Duas alternativas permitem reduzir a largura de banda:
- comprimir as mensagens trocadas - usar formatos de serialização binários como Protobuf ou Avro.
Este tipo de serialização permite melhorar o desempenho da troca de dados entre diferentes sistemas e reduzir o volume de dados trocados.";;Arquiteto;1;0;0;1;3;0;1;0;1;0;Formatos de troca tradicionais como JSON e XML são verbosos e consomem muita largura de banda, mas alternativas como compressão de mensagens e formatos de serialização binários como Protobuf ou Avro podem melhorar o desempenho e reduzir o volume de dados trocados.
39;25kg;de;Moderne binäre Austauschformate verwenden (protobuf, avro...);"Herkömmliche Austauschformate (JSON / XML) sind im Textformat und tauschen ASCII-Zeichen aus. Diese Formate gelten als ""gesprächig"" (verbose) und sind aus Sicht des Bandbreitenverbrauchs nicht optimal.
Zwei Alternativen ermöglichen die Reduzierung der Bandbreite:
- die ausgetauschten Nachrichten komprimieren - binäre Serialisierungsformate wie Protobuf oder Avro verwenden.
Diese Art der Serialisierung verbessert die Leistung des Datenaustauschs zwischen verschiedenen Systemen und reduziert das ausgetauschte Datenvolumen.";;Architekt;1;0;0;1;3;0;1;0;1;0;Herkömmliche Austauschformate wie JSON und XML sind bandbreitenintensiv, während binäre Serialisierungsformate wie Protobuf oder Avro die Effizienz des Datenaustauschs verbessern und das Datenvolumen reduzieren.
41;25kg;fr;"Mettre en place un ""Circuit breaker""";"Un ""circuit breaker"" casse le traitement d'une requête à travers plusieurs services dans le cas où un des services ne répond pas. Des requêtes provenant des terminaux utilisateurs peuvent solliciter des services utiles et aussi pour lesquels un mode dégradé est acceptable. Ils sont qualifiés de 0 critiques. En fonction d’un certain nombre de
critères d’erreur (timeout, nombre d’erreurs), le service appelant un service 0 critique peut désactiver cet appel et renvoyer immédiatement une réponse alternative. Ce pattern permet de ne pas solliciter inutilement un service et le réseau.";;Architecte;1;0;1;0;2;0;0;0;1;1;"Un ""circuit breaker"" interrompt les requêtes vers des services non critiques en cas de réponse défaillante, permettant ainsi de renvoyer une réponse alternative sans solliciter inutilement le service et le réseau."
41;25kg;es;"Implementar un ""Circuit breaker""";"Un ""circuit breaker"" interrumpe el procesamiento de una solicitud a través de varios servicios si uno de los servicios no responde. Las solicitudes de los terminales de usuario pueden requerir servicios útiles y también aquellos para los que un modo degradado es aceptable. Se califican como no críticos. Dependiendo de ciertos criterios de error (tiempo de espera, número de errores), el servicio que llama a un servicio no crítico puede desactivar esta llamada y devolver inmediatamente una respuesta alternativa. Este patrón evita solicitar innecesariamente un servicio y la red.";;Arquitecto;1;0;1;0;2;0;0;0;1;1;"Un ""circuit breaker"" interrumpe el procesamiento de solicitudes a través de varios servicios si uno de ellos falla, permitiendo respuestas alternativas para servicios no críticos y evitando solicitudes innecesarias."
41;25kg;pt;"Implementar um ""Circuit breaker""";"Um ""circuit breaker"" interrompe o processamento de uma requisição através de vários serviços caso um dos serviços não responda. Requisições provenientes dos terminais dos utilizadores podem solicitar serviços úteis e também aqueles para os quais um modo degradado é aceitável. Eles são qualificados como não críticos. Dependendo de um certo número de critérios de erro (timeout, número de erros), o serviço que chama um serviço não crítico pode desativar essa chamada e retornar imediatamente uma resposta alternativa. Este padrão permite não solicitar desnecessariamente um serviço e a rede.";;Arquiteto;1;0;1;0;2;0;0;0;1;1;"Um ""circuit breaker"" interrompe requisições a serviços não críticos que não respondem, permitindo retornar respostas alternativas e evitando sobrecarga na rede."
41;25kg;de;"Einen ""Circuit Breaker"" implementieren";"Ein ""Circuit Breaker"" unterbricht die Verarbeitung einer Anfrage über mehrere Dienste, falls einer der Dienste nicht antwortet. Anfragen von Benutzerendgeräten können nützliche Dienste beanspruchen, aber auch solche, für die ein eingeschränkter Modus akzeptabel ist. Diese werden als nicht kritisch eingestuft. Abhängig von bestimmten Fehlerkriterien (Timeout, Anzahl der Fehler) kann der aufrufende Dienst einen nicht kritischen Dienst deaktivieren und sofort eine alternative Antwort zurückgeben. Dieses Muster verhindert die unnötige Beanspruchung eines Dienstes und des Netzwerks.";;Architekt;1;0;1;0;2;0;0;0;1;1;"Ein ""Circuit Breaker"" unterbricht die Anfrageverarbeitung über mehrere Dienste, wenn einer nicht antwortet, und ermöglicht es, nicht kritische Dienste bei bestimmten Fehlerkriterien zu deaktivieren, um die Belastung zu reduzieren."
43;25kg;fr;Mettre en place un outil d'analyse de code avec un plugin orienté eco-code;"Les outils d'analyse de code comme sonarqube commencent à proposer des règles d'analyse du code mettant en évidence les mauvaises pratiques nuisant à la performance énergétique des applications.
C'est notamment le cas pour les applications mobiles sur lesquelles il est important de veiller à économiser la batterie et donc d'éviter les traitements en tache de fond ou 0 optimisés.";;Développeur;1;1;1;1;1;0;0;0;0;1;Les outils d'analyse de code comme SonarQube mettent en avant des règles visant à identifier les mauvaises pratiques qui nuisent à la performance énergétique des applications, en particulier pour les applications mobiles où l'économie de batterie est cruciale.
43;25kg;es;Implementar una herramienta de análisis de código con un plugin orientado a eco-código;"Las herramientas de análisis de código como SonarQube empiezan a ofrecer reglas de análisis de código que destacan las malas prácticas que perjudican el rendimiento energético de las aplicaciones.
Este es particularmente el caso de las aplicaciones móviles, donde es importante ahorrar batería y, por lo tanto, evitar procesamientos en segundo plano o no optimizados.";;Desarrollador;1;1;1;1;1;0;0;0;0;1;Las herramientas de análisis de código, como SonarQube, están implementando reglas que identifican malas prácticas que afectan el rendimiento energético de las aplicaciones, especialmente en el ámbito de las aplicaciones móviles, donde es crucial optimizar el uso de la batería.
43;25kg;pt;Implementar uma ferramenta de análise de código com um plugin orientado para eco-código;"Ferramentas de análise de código como o SonarQube começam a oferecer regras de análise de código que destacam más práticas que prejudicam o desempenho energético das aplicações.
Isto é particularmente verdade para aplicações móveis, onde é importante economizar bateria e, portanto, evitar processamentos em segundo plano ou não otimizados.";;Desenvolvedor;1;1;1;1;1;0;0;0;0;1;Ferramentas de análise de código, como o SonarQube, oferecem regras que identificam más práticas que afetam o desempenho energético, especialmente em aplicações móveis, onde a economia de bateria é crucial.
43;25kg;de;Ein Code-Analyse-Tool mit einem Eco-Code-orientierten Plugin implementieren;"Code-Analyse-Tools wie SonarQube beginnen, Code-Analyse-Regeln anzubieten, die schlechte Praktiken hervorheben, welche die Energieeffizienz von Anwendungen beeinträchtigen.
Dies gilt insbesondere für mobile Anwendungen, bei denen es wichtig ist, den Akku zu schonen und daher Hintergrundverarbeitungen oder nicht optimierte Verarbeitungen zu vermeiden.";;Entwickler;1;1;1;1;1;0;0;0;0;1;Code-Analyse-Tools wie SonarQube bieten Regeln an, die schlechte Praktiken identifizieren, die die Energieeffizienz von Anwendungen, insbesondere mobilen, beeinträchtigen. Dies ist wichtig, um den Akku zu schonen und ineffiziente Hintergrundverarbeitungen zu vermeiden.
45;25kg;fr;Ne SELECTionner que les champs utiles;"Lors du réquêtage d'une base de données, il ne faut conserver dans la clause SELECT que les colonnes qui vont être utiles au traitement. (typiquement banir le SELECT *) Ainsi on limite les accès disque sur la base, le volume des données transférées sur le réseau et la mémoire nécessaire à la réception de ces données côté client.
De cette manière on évite aussi par ricochet d'alourdir inutilement d'éventuels objets métier ou objets de transfert de données qui seraient utilisés dans la suite du traitement applicatif.";;Développeur;1;1;1;0;1;0;1;1;0;0;Lors du réquêtage d'une base de données, il est essentiel de ne sélectionner que les colonnes nécessaires pour optimiser l'accès disque, réduire le volume de données transférées et alléger les objets utilisés dans le traitement.
45;25kg;es;Seleccionar solo los campos útiles;"Al consultar una base de datos, solo se deben mantener en la cláusula SELECT las columnas que serán útiles para el procesamiento. (típicamente evitar SELECT *) Así se limitan los accesos a disco en la base, el volumen de datos transferidos por la red y la memoria necesaria para recibir estos datos en el lado del cliente.
De esta manera, también se evita indirectamente sobrecargar innecesariamente posibles objetos de negocio u objetos de transferencia de datos que se utilizarían en el resto del procesamiento de la aplicación.";;Desarrollador;1;1;1;0;1;0;1;1;0;0;Al realizar consultas a una base de datos, es recomendable seleccionar únicamente las columnas necesarias para optimizar el acceso a disco, la transferencia de datos y el uso de memoria, evitando así sobrecargar objetos en la aplicación.
45;25kg;pt;Selecionar apenas os campos úteis;"Ao consultar uma base de dados, deve-se manter na cláusula SELECT apenas as colunas que serão úteis para o processamento. (tipicamente banir o SELECT *) Assim, limitam-se os acessos ao disco na base, o volume de dados transferidos na rede e a memória necessária para a receção desses dados do lado do cliente.
Desta forma, evita-se também, por ricochete, sobrecarregar desnecessariamente eventuais objetos de negócio ou objetos de transferência de dados que seriam utilizados na continuação do processamento aplicacional.";;Desenvolvedor;1;1;1;0;1;0;1;1;0;0;Ao consultar uma base de dados, é importante selecionar apenas as colunas úteis na cláusula SELECT para reduzir acessos ao disco, volume de dados transferidos e uso de memória, evitando sobrecarga em objetos de negócio ou de transferência de dados.
45;25kg;de;Nur die benötigten Felder auswählen (SELECT);"Bei der Abfrage einer Datenbank sollten in der SELECT-Klausel nur die Spalten beibehalten werden, die für die Verarbeitung nützlich sind. (Typischerweise SELECT * vermeiden) Dadurch werden die Festplattenzugriffe auf die Datenbank, das über das Netzwerk übertragene Datenvolumen und der für den Empfang dieser Daten auf Client-Seite erforderliche Speicher begrenzt.
Auf diese Weise vermeidet man auch indirekt, unnötigerweise Geschäfts- oder Datenübertragungsobjekte zu überlasten, die im weiteren Verlauf der Anwendungsverarbeitung verwendet würden.";;Entwickler;1;1;1;0;1;0;1;1;0;0;Bei der Abfrage einer Datenbank sollten nur die notwendigen Spalten in der SELECT-Klausel verwendet werden, um Festplattenzugriffe, Datenvolumen und Speicherbedarf zu minimieren und Überlastungen zu vermeiden.
47;25kg;fr;Privilégier HTTP/2 à HTTP/1;"Avec HTTP/2 les navigateurs utilisent le multiplexage, ils téléchargent avec une seule requête toutes les ressources nécessaires à l’affichage de la page (JavaScript, css, images…) limitant à une seule connexion TCP l’échange avec le serveur. La représentation binaire et les en-têtes HTTP compressées réduisent la bande passante.
Assurez-vous d’utiliser des serveurs supportant HTTP/2 et activez cette fonctionnalité pour qu’elle soit disponible pour les clients la supportant.";;Architecte;1;0;0;0;2;0;0;0;1;0;HTTP/2 permet aux navigateurs de télécharger toutes les ressources nécessaires à l'affichage d'une page via une seule requête grâce au multiplexage, tout en réduisant la bande passante grâce à une représentation binaire et des en-têtes compressés. Il est recommandé d'utiliser des serveurs compatibles avec HTTP/2 et d'activer cette fonctionnalité pour les clients qui la prennent en charge.
47;25kg;es;Privilegiar HTTP/2 sobre HTTP/1;"Con HTTP/2, los navegadores utilizan la multiplexación, descargan con una sola solicitud todos los recursos necesarios para mostrar la página (JavaScript, CSS, imágenes...) limitando a una única conexión TCP el intercambio con el servidor. La representación binaria y las cabeceras HTTP comprimidas reducen el ancho de banda.
Asegúrate de usar servidores que soporten HTTP/2 y activa esta funcionalidad para que esté disponible para los clientes que la soporten.";;Arquitecto;1;0;0;0;2;0;0;0;1;0;HTTP/2 permite a los navegadores utilizar la multiplexación para descargar todos los recursos necesarios con una sola solicitud, limitando el intercambio a una única conexión TCP y reduciendo el ancho de banda mediante representación binaria y cabeceras comprimidas. Es importante usar servidores que soporten HTTP/2 y activar esta funcionalidad para los clientes compatibles.
47;25kg;pt;Privilegiar HTTP/2 em detrimento de HTTP/1;"Com HTTP/2, os navegadores usam multiplexação, eles descarregam com uma única requisição todos os recursos necessários para a exibição da página (JavaScript, css, imagens...) limitando a uma única conexão TCP a troca com o servidor. A representação binária e os cabeçalhos HTTP comprimidos reduzem a largura de banda.
Certifique-se de usar servidores que suportem HTTP/2 e ative esta funcionalidade para que ela esteja disponível para os clientes que a suportam.";;Arquiteto;1;0;0;0;2;0;0;0;1;0;O HTTP/2 permite a multiplexação, onde os navegadores fazem uma única requisição para carregar todos os recursos de uma página, utilizando uma única conexão TCP e reduzindo a largura de banda com representação binária e cabeçalhos comprimidos. É importante usar servidores que suportem HTTP/2 e ativar essa funcionalidade para os clientes compatíveis.
47;25kg;de;HTTP/2 gegenüber HTTP/1 bevorzugen;"Mit HTTP/2 verwenden Browser Multiplexing, sie laden mit einer einzigen Anfrage alle für die Anzeige der Seite notwendigen Ressourcen (JavaScript, CSS, Bilder...) herunter, wodurch der Austausch mit dem Server auf eine einzige TCP-Verbindung beschränkt wird. Die binäre Darstellung und komprimierte HTTP-Header reduzieren die Bandbreite.
Stellen Sie sicher, dass Sie Server verwenden, die HTTP/2 unterstützen, und aktivieren Sie diese Funktion, damit sie für unterstützende Clients verfügbar ist.";;Architekt;1;0;0;0;2;0;0;0;1;0;HTTP/2 ermöglicht es Browsern, durch Multiplexing alle notwendigen Ressourcen einer Seite über eine einzige TCP-Verbindung herunterzuladen, während binäre Darstellungen und komprimierte HTTP-Header die Bandbreite reduzieren. Es ist wichtig, Server zu verwenden, die HTTP/2 unterstützen, und diese Funktion zu aktivieren.
49;25kg;fr;"Privilégier une approche ""mobile first"", à défaut un chargement adaptatif";L’approche mobile first consiste à concevoir un site/service en ligne pour les terminaux mobiles et n’élargir sa couverture fonctionnelle pour de plus grands écrans que si l’apport fonctionnel/ergonomique est justifié. Dans ce cas, opter pour le chargement adaptatif qui consiste à sélectionner les ressources JS et CSS les plus adaptées au contexte d'utilisation. Côté serveur, utiliser les client hints, ou l'identifiant du navigateur couplé à un tableau de capacités des navigateurs. Côté client, utiliser les media queries (attributs media et link), les attributs srcset et sizes des img, les sous-éléments source des pictures, video et audio.;;Responsable Produit;1;1;1;0;3;1;0;0;0;0;L'approche mobile first consiste à concevoir des sites/services en ligne principalement pour les terminaux mobiles, en élargissant les fonctionnalités pour les écrans plus grands uniquement si cela est justifié, tout en utilisant des techniques comme le chargement adaptatif et les media queries.
49;25kg;es;"Privilegiar un enfoque ""mobile first"", en su defecto una carga adaptativa";El enfoque mobile first consiste en diseñar un sitio/servicio en línea para terminales móviles y ampliar su cobertura funcional para pantallas más grandes solo si el aporte funcional/ergonómico está justificado. En este caso, optar por la carga adaptativa que consiste en seleccionar los recursos JS y CSS más adecuados al contexto de uso. En el lado del servidor, usar client hints, o el identificador del navegador junto con una tabla de capacidades de los navegadores. En el lado del cliente, usar media queries (atributos media y link), los atributos srcset y sizes de img, los subelementos source de pictures, video y audio.;;Propietario del Producto;1;1;1;0;3;1;0;0;0;0;El enfoque mobile first implica diseñar inicialmente para dispositivos móviles y expandir la funcionalidad para pantallas más grandes solo si es necesario, utilizando carga adaptativa y técnicas como client hints y media queries.
49;25kg;pt;"Privilegiar uma abordagem ""mobile first"", ou então um carregamento adaptativo";A abordagem mobile first consiste em projetar um site/serviço online para terminais móveis e só ampliar a sua cobertura funcional para ecrãs maiores se o contributo funcional/ergonômico for justificado. Neste caso, optar pelo carregamento adaptativo que consiste em selecionar os recursos JS e CSS mais adaptados ao contexto de utilização. Do lado do servidor, usar client hints, ou o identificador do navegador associado a uma tabela de capacidades dos navegadores. Do lado do cliente, usar media queries (atributos media e link), os atributos srcset e sizes das img, os subelementos source das pictures, video e audio.;;Proprietário do Produto;1;1;1;0;3;1;0;0;0;0;A abordagem mobile first foca em projetar sites para dispositivos móveis, expandindo funcionalidades para telas maiores apenas quando necessário, utilizando técnicas como carregamento adaptativo e media queries.
49;25kg;de;"Einen ""Mobile First""-Ansatz bevorzugen, andernfalls adaptives Laden";Der Mobile-First-Ansatz besteht darin, eine Website/einen Online-Dienst für mobile Endgeräte zu konzipieren und deren Funktionsumfang nur dann für größere Bildschirme zu erweitern, wenn der funktionale/ergonomische Mehrwert gerechtfertigt ist. In diesem Fall entscheiden Sie sich für adaptives Laden, bei dem die am besten geeigneten JS- und CSS-Ressourcen für den Nutzungskontext ausgewählt werden. Serverseitig verwenden Sie Client Hints oder die Browserkennung in Verbindung mit einer Tabelle der Browserfähigkeiten. Clientseitig verwenden Sie Media Queries (Attribute media und link), die Attribute srcset und sizes von img, die source-Unterelemente von picture, video und audio.;;Produktverantwortlicher;1;1;1;0;3;1;0;0;0;0;Der Mobile-First-Ansatz zielt darauf ab, Websites für mobile Endgeräte zu gestalten und deren Funktionen nur für größere Bildschirme zu erweitern, wenn ein klarer Mehrwert besteht, wobei adaptive Ladeverfahren und verschiedene Techniken zur Ressourcenoptimierung eingesetzt werden.
51;25kg;fr;Utiliser des frameworks efficients supportant l'autoscaling;"L'auto-scaling (ou auto-dimensionnement) permet d'adapter le nombre de ressources (VM, ...) nécessaires à l'exécution d'un service. Il faut être capable de démarrer des services en cas de pic de charge mais aussi de les réduire en creux de charges.
L'utilisation combinée du cloud, de la conteneurisation, de l'orchestration voire des Function As A Service (Serverless) permetient d'optimiser les ressources. Pour être efficient, il faut choisir les images Docker les plus légères et les moins consommatrices et choisir un framework capable de démarrer rapidement et supportant le downscaling (tels que Quarkus, Spring Cloud Function...).";;Architecte;0;1;1;0;3;0;0;0;0;1;L'auto-scaling permet d'ajuster dynamiquement les ressources nécessaires à un service en fonction de la charge, optimisant ainsi l'utilisation des ressources grâce à des technologies comme le cloud, la conteneurisation et les frameworks adaptés.
51;25kg;es;Utilizar frameworks eficientes que soporten autoescalado;"El autoescalado (o autodimensionamiento) permite adaptar el número de recursos (VM, ...) necesarios para la ejecución de un servicio. Es necesario poder iniciar servicios en caso de picos de carga, pero también reducirlos en valles de carga.
El uso combinado de la nube, la contenerización, la orquestación e incluso Function As A Service (Serverless) permite optimizar los recursos. Para ser eficiente, es necesario elegir las imágenes Docker más ligeras y que menos consuman, y elegir un framework capaz de iniciarse rápidamente y que soporte el downscaling (como Quarkus, Spring Cloud Function...).";;Arquitecto;0;1;1;0;3;0;0;0;0;1;El autoescalado permite ajustar dinámicamente los recursos necesarios para un servicio según la carga, optimizando su uso a través de la nube, contenerización y orquestación, además de elegir imágenes Docker ligeras y frameworks eficientes como Quarkus o Spring Cloud Function.
51;25kg;pt;Usar frameworks eficientes que suportem autoscaling;"O autoscaling (ou auto-dimensionamento) permite adaptar o número de recursos (VM, ...) necessários para a execução de um serviço. É preciso ser capaz de iniciar serviços em caso de pico de carga, mas também de reduzi-los em períodos de baixa carga.
A utilização combinada da cloud, da contentorização, da orquestração e até das Function As A Service (Serverless) permite otimizar os recursos. Para ser eficiente, é preciso escolher as imagens Docker mais leves e que consomem menos, e escolher um framework capaz de arrancar rapidamente e que suporte o downscaling (como Quarkus, Spring Cloud Function...).";;Arquiteto;0;1;1;0;3;0;0;0;0;1;O autoscaling permite ajustar o número de recursos necessários para um serviço, aumentando em picos de carga e reduzindo em períodos de baixa. A combinação de cloud, contentorização e orquestração, junto com a escolha de imagens Docker leves e frameworks eficientes, otimiza o uso de recursos.
